DATE,8770971,8771341,8771450,8771013,8770613
2017-08-27 12:00:00,0.977,0.796,0.735,1.045,1.188
2017-08-27 13:00:00,0.926,0.765,0.783,1.003,1.269
2017-08-27 14:00:00,1.069,0.746,0.829,1.065,1.175
2017-08-27 15:00:00,1.046,0.710,0.835,1.096,1.179
2017-08-27 16:00:00,1.133,0.516,0.649,1.105,1.214
2017-08-27 17:00:00,0.968,0.426,0.628,1.098,1.180
2017-08-27 18:00:00,0.837,0.467,0.533,1.089,1.139
2017-08-27 19:00:00,0.773,0.456,0.577,1.111,1.252
2017-08-27 20:00:00,0.669,0.490,0.580,1.051,1.225
2017-08-27 21:00:00,0.708,0.423,0.571,0.914,1.076
2017-08-27 22:00:00,0.889,0.451,0.546,0.872,0.949
2017-08-27 23:00:00,0.831,0.469,0.551,0.889,0.955
2017-08-28 00:00:00,0.759,0.476,0.585,0.882,0.967
2017-08-28 01:00:00,0.724,0.618,0.624,0.879,0.928
2017-08-28 02:00:00,0.702,0.684,0.654,0.879,0.902
2017-08-28 03:00:00,0.623,0.789,0.702,0.930,0.949
2017-08-28 04:00:00,0.566,0.815,0.776,0.972,0.940
2017-08-28 05:00:00,0.570,0.875,0.867,0.964,1.034
2017-08-28 06:00:00,0.929,0.855,0.848,0.941,1.015
2017-08-28 07:00:00,0.904,0.818,0.795,0.994,1.006
2017-08-28 08:00:00,0.872,0.810,0.831,1.046,1.105
2017-08-28 09:00:00,0.929,0.791,0.830,1.039,1.073
2017-08-28 10:00:00,0.937,0.812,0.819,0.986,1.008
2017-08-28 11:00:00,0.980,0.830,0.836,0.984,1.019
2017-08-28 12:00:00,0.952,0.825,0.851,1.008,1.022
2017-08-28 13:00:00,0.933,0.825,0.808,0.997,1.047
2017-08-28 14:00:00,0.941,0.849,0.829,1.021,1.004
2017-08-28 15:00:00,0.852,0.776,0.756,1.038,1.098
2017-08-28 16:00:00,0.868,0.826,0.806,1.061,1.124
2017-08-28 17:00:00,0.827,0.810,0.786,1.045,1.094
2017-08-28 18:00:00,0.887,0.672,0.703,1.021,1.074
2017-08-28 19:00:00,0.918,0.520,0.611,1.014,1.094
2017-08-28 20:00:00,0.849,0.510,0.583,0.999,1.123
2017-08-28 21:00:00,0.809,0.447,0.582,1.010,1.045
2017-08-28 22:00:00,0.763,0.515,0.554,0.952,1.050
2017-08-28 23:00:00,0.770,0.588,0.621,0.918,1.027
2017-08-29 00:00:00,0.741,0.637,0.595,0.989,1.036
2017-08-29 01:00:00,0.700,0.679,0.660,1.052,1.111
2017-08-29 02:00:00,0.594,0.800,0.787,1.098,1.062
2017-08-29 03:00:00,0.639,0.862,0.848,1.112,1.144
2017-08-29 04:00:00,0.582,1.005,0.983,1.234,1.098
2017-08-29 05:00:00,0.635,0.877,0.956,1.215,1.154
2017-08-29 06:00:00,0.790,0.849,0.893,1.180,1.118
2017-08-29 07:00:00,0.826,0.873,0.848,1.134,1.178
2017-08-29 08:00:00,0.861,0.862,0.883,1.122,1.107
2017-08-29 09:00:00,0.923,0.871,0.967,1.140,1.176
2017-08-29 10:00:00,0.896,0.840,0.926,1.133,1.147
2017-08-29 11:00:00,0.942,0.794,0.873,1.125,1.157
2017-08-29 12:00:00,0.903,0.849,0.901,1.176,1.164
2017-08-29 13:00:00,0.853,0.862,0.908,1.148,1.162
2017-08-29 14:00:00,0.859,0.849,0.900,1.147,1.137
2017-08-29 15:00:00,0.885,0.821,0.927,1.087,1.140
2017-08-29 16:00:00,0.926,0.780,0.896,1.101,1.107
2017-08-29 17:00:00,0.909,0.641,0.815,1.088,1.093
2017-08-29 18:00:00,0.917,0.543,0.722,1.031,1.111
2017-08-29 19:00:00,0.892,0.425,0.668,0.991,1.029
2017-08-29 20:00:00,0.929,0.316,0.567,0.924,0.980
2017-08-29 21:00:00,0.915,0.282,0.474,0.857,0.940
2017-08-29 22:00:00,0.875,0.204,0.417,0.805,0.943
2017-08-29 23:00:00,0.842,0.135,0.329,0.726,0.904
2017-08-30 00:00:00,0.808,0.143,0.308,0.674,0.873
2017-08-30 01:00:00,0.733,0.205,0.292,0.640,0.837
2017-08-30 02:00:00,0.713,0.151,0.307,0.608,0.791
2017-08-30 03:00:00,0.816,0.237,0.300,0.574,0.783
2017-08-30 04:00:00,0.743,0.362,0.351,0.540,0.760
2017-08-30 05:00:00,0.748,0.433,0.440,0.533,0.747
2017-08-30 06:00:00,0.741,0.485,0.474,0.569,0.726
2017-08-30 07:00:00,0.732,0.439,0.476,0.553,0.703
2017-08-30 08:00:00,0.810,0.402,0.444,0.529,0.716
2017-08-30 09:00:00,0.918,0.349,0.370,0.511,0.711
2017-08-30 10:00:00,0.937,0.263,0.281,0.485,0.686
2017-08-30 11:00:00,0.980,0.197,0.225,0.467,0.670
2017-08-30 12:00:00,0.972,0.185,0.198,0.474,0.650
2017-08-30 13:00:00,0.924,0.097,0.166,0.461,0.651
2017-08-30 14:00:00,0.887,0.049,0.112,0.445,0.631
2017-08-30 15:00:00,0.893,0.011,0.054,0.437,0.612
2017-08-30 16:00:00,0.803,-0.006,0.046,0.431,0.625
2017-08-30 17:00:00,0.725,-0.034,0.033,0.418,0.595
2017-08-30 18:00:00,0.670,-0.058,0.011,0.391,0.589
2017-08-30 19:00:00,0.673,-0.128,-0.048,0.389,0.546
2017-08-30 20:00:00,0.612,-0.166,-0.082,0.370,0.555
2017-08-30 21:00:00,0.554,-0.238,-0.147,0.347,0.516
2017-08-30 22:00:00,0.494,-0.311,-0.219,0.320,0.485
2017-08-30 23:00:00,0.435,-0.334,-0.262,0.262,0.469
2017-08-31 00:00:00,0.391,-0.376,-0.293,0.249,0.457
